Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2016,3800434860,"JPMORGAN CHASE BANK, NA",10 S. DEARBORN,,CHICAGO,IL,60603,UNITED STATES,312-732-6932,312-732-7005,,Y
2019,14825330,"DYKEMA GOSSETT, PLLC",10 SOUTH WACKER DRIVE,SUITE 2300,CHICAGO,IL,60606,UNITED STATES,312627-8325,,01/21/2013,Y
2019,1706868476,"INTERSTATE JCDECAUX, LLC",3959 S MORGAN,,CHICAGO,IL,60609,UNITED STATES,4153103488,,01/19/2015,Y
2015,3800434860,"JPMORGAN CHASE BANK, NA",10 S. DEARBORN,,CHICAGO,IL,60603,UNITED STATES,312-732-6932,312-732-7005,,Y
2016,2170574151,FISK KART KATZ REGAN,77 W. WASHINGTON ST.,,CHICAGO,IL,60602,UNITED STATES,312726-1833,,01/26/2016,Y
2011,3261717501,PECK BLOOM LLC,"105 W. ADAMS ST., 31ST FLR",,CHICAGO,IL,60603,UNITED STATES,312-201-0900,312-201-0803,,Y
2014,3125720442,BNY MELLON,"ONE WALL STREET, 19TH FLR",,NEW YORK,NY,10286,UNITED STATES,412-236-7653,,,Y
2013,2347513047,RUSH STREET GAMING LLC,900 N MICHIGAN AVE,STE. 900,CHICAGO,IL,60611,UNITED STATES,312-915-1001,312-915-1037,06/10/2013,Y
2020,3082797265,"JLD CONSULTING GROUP, LLC",220 N. GREEN ST,,CHICAGO,IL,60160,UNITED STATES,3126004007,,01/18/2019,Y
2012,690324939,"BANK OF AMERICA, NA",1 BRYANT PARK  NY-100-12-02,,NEW YORK,NY,10036,UNITED STATES,646-743-1359,646-855-1381,,Y
2013,2628681370,"J.J.B. HILLIARD, W.L. LYONS LLC",500 W JEFFERSON ST,STE. 700,LOUISVILLE,KY,40202,UNITED STATES,502-588-1829,502-588-8470,01/28/2013,Y
2019,3768952264,KUTAK ROCK LLP,ONE S. WACKER DRIVE,SUITE 2050,CHICAGO,IL,60606,UNITED STATES,312602-4100,,09/12/2013,Y
2012,352158391,JONES LANG LASALLE,200 E RANDOLPH,47TH FLR,CHICAGO,IL,60601,UNITED STATES,312-228-2576,,05/25/2012,Y
2016,3023067854,PHILIPS LIGHTING,10275 W. HIGGINS RD,,ROSEMONT,IL,60018,UNITED STATES,847-390-5382,847-390-5382,,Y
2015,3315020515,SEARS HOLDINGS CORP.,3333 BEVERLY RD.,B6-338A,HOFFMAN ESTATES,IL,60179,UNITED STATES,8472861535,,01/14/2014,Y
2015,3768952264,KUTAK ROCK LLP,ONE S. WACKER DRIVE,SUITE 2050,CHICAGO,IL,60606,UNITED STATES,312602-4100,,09/12/2013,Y
2011,1280884840,"UNITEDHEALTHCARE OF ILLINOIS, INC.","233 N. MICHIGAN AVE, #900",,CHICAGO,IL,60601,UNITED STATES,312-424-4500,312-424-4448,,Y
2014,3108869650,JOHN KATTNER,205 VALLEYVIEW PLACE,,MINNEAPOLIS,MN,55419,UNITED STATES,612-338-5956,612-338-5957,05/25/2012,Y
2012,643310323,CITIGROUP ALTERNATIVE INVESTMENTS LLC,"399 PARK AVE., 7TH FLR",,NEW YORK,NY,10022,UNITED STATES,716-730-6185,646-291-3650,,Y
2013,2639700130,THOMPSON COBURN LLP,55 E MONROE - 37TH FLOOR,,CHICAGO,IL,60603,UNITED STATES,312-580-2228,312-580-2201,,Y
2013,551781537,"BEST BUY CO., INC.",7601 PENN AVENUE SOUTH,,RICHFIELD,MN,55423,UNITED STATES,612-291-3032,,08/26/2013,Y
2015,2280329024,LAZ PARKING,33 W. MONROE,,CHICAGO,IL,60601,UNITED STATES,312-577-7985,,,Y
2015,3496062491,TRISTAN & CERVANTES,"30 W. MONROE ST., STE. 630",,CHICAGO,IL,60603,UNITED STATES,312-345-9200,312-345-1533,,Y
2011,294423808,T-MOBILE,"2001 BUTTERFIELD, STE. 1900",,DOWNERS GROVE,IL,60515,UNITED STATES,312-952-0525,630-960-8474,,Y
2020,3872962878,CONDUENT INCORPORATED,"750 1ST STREET, N.E",SUITE 1020,WASHINGTON,DC,20002,UNITED STATES,703328-4994,,12/06/2017,Y
2020,721566282,KEYBANK NATIONAL ASSOCIATION,127 PUBLIC SQUARE,,CLEVELAND,OH,44114,UNITED STATES,216-689-3855,,01/17/2020,Y
2020,895378263,PEPSICO,"555 W MONROE ST., 2-14",,CHICAGO,IL,60661,UNITED STATES,3128211948,,01/15/2020,Y
2018,2759945070,MAREN RONAN LTD.,319 RUGELEY ROAD,,WESTERN SPRINGS,IL,60558,UNITED STATES,847-721-5082,,12/05/2018,Y
2014,2934065850,THOMPSON COBURN LLP,55 E MONROE,37TH FLR,CHICAGO,IL,60603,UNITED STATES,312-346-7500,312-580-2201,07/31/2013,Y
2011,2381652811,JERRY JOYCE,"10258 S. WESTERN AVE., STE. 210",,CHICAGO,IL,60043,UNITED STATES,773-881-9000,713-881-9009,,Y
2017,3753573376,"GAYLES AND ASSOCIATES, INC.",4452 S. UNIVERSITY AVE UNIT 3,STE 828,CHICAGO,IL,60653,UNITED STATES,312-285-8982,,01/30/2017,Y
2017,2287681629,"NATAVANI, VIRAG",1470 W RASCHER,,CHICAGO,IL,60640,UNITED STATES,630-674-1811,,08/02/2017,Y
2020,3794430657,"LYFT, INC.",185 BERRY STREET,SUITE 5000,SAN FRANCISCO,CA,94107,UNITED STATES,4159032800,,02/04/2020,Y
2011,2732687629,MELVIN & CO.,111 W. JACKSON STE. 2110,,CHICAGO,IL,60604,UNITED STATES,312-341-0050,,,Y
2014,3542907280,"SCHUYLER, ROCHE & CRISHAM, P.C.",180 N STETSON,,CHICAGO,IL,60601,UNITED STATES,312-565-8439,3125658300,01/30/2014,Y
2018,1515486566,"GOLDMAN SACHS ASSET MANAGEMENT, L.P.",200 WEST STREET,,NEW YORK,NY,10282,UNITED STATES,212902-1000,,01/20/2013,Y
2013,3069705425,EMSO PARTNERS LIMITED,399 PARK AVENUE,,NEW YORK,NY,10022,UNITED STATES,212559-9231,,04/12/2013,Y
2011,1521695622,DUFF AND PHELPS LLC,"311 S. WACKER DR., STE. 4200",,CHICAGO,IL,60606,UNITED STATES,312-697-4600,,,Y
2019,3755965528,JPMORGAN CHASE BANK,"201 N CENTRAL AVE, FLOOR 21",,PHOENIZ,AZ,85004,UNITED STATES,6022212179,,01/18/2019,Y
2015,2433703466,"URBAN STRATEGIES, INC.",212 W. WASHINGTON ST,,CHICAGO,IL,60606,UNITED STATES,312-726-1400,312-726-1405,,Y
2013,3995453590,ILLINOIS RETAIL MERCHANTS ASSOCIATION,"19 SOUTH LASALLE STREET, STE. 300",,CHICAGO,IL,60603,UNITED STATES,312-726-4600,312-726-9570,12/19/2012,Y
2012,1139831514,BAXTER SWILLEY,7734 N. EASTLAKE TERRACE,,CHICAGO,IL,60626,UNITED STATES,312-479-1029,,,Y
2016,2966455667,FEDERAL SIGNAL,2645 FEDERAL SIGNAL DRIVE,,UNIVERSITY PARK,IL,60484,UNITED STATES,708-476-9554,,01/25/2013,Y
2015,3572933422,"GOVERNMENTAL-BUSINESS CONSULTING GROUP, LLC",200 S MICHIGAN AVENUE,SUITE 1100,CHICAGO,IL,60604,UNITED STATES,31,,01/21/2013,Y
2017,207264561,WEST TOWN CHICAGO CHAMBER OF COMMERCE,1819 W. CHICAGO AVE.,,CHICAGO,IL,60622,UNITED STATES,312-850-9390,,12/07/2012,Y
2018,3677675549,JPMORGAN CHASE HOLDINGS LLC,270 PARK AVENUE,,NEW YORK,NY,10017,UNITED STATES,212-270-5906,,12/21/2016,Y
2019,1522978831,"ERNST & YOUNG INFRASTRUCTURE ADVISORS, LLC",155 NORTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312879-2000,,04/13/2018,Y
2014,2348093656,XEROX BUSINESS SERVICES. LLC,"1800 M STREET, NW","NORTH TOWER, SUITE 700",WASHINGTON,DC,20036,UNITED STATES,202-776-1005,202-378-2610,07/19/2012,Y
2018,3758775250,"CONLON & DUNN PUBLIC STRATEGIES, INC.",ONE EAST WACKER,SUITE 500,CHICAGO,IL,60601,UNITED STATES,312-855-8500,,01/20/2018,Y
2017,1010242593,GENERAL MOTORS LLC,"25 MASSACHUSETTS AVENUE, NW",SUTIE 400,WASHINGTON,DC,20001,UNITED STATES,202-775-5056,,01/27/2016,Y
2015,1219839960,ROLANDO ACOSTA,2949 W GREGORY ST,,CHICAGO,IL,60625,UNITED STATES,312-636-6937,312-253-4440,01/19/2015,Y
2019,4084833967,SEIU HEALTHCARE ILLINOIS,2229 S HALSTED ST,,CHICAGO,IL,60608,UNITED STATES,3129809000,3127843187,01/07/2013,Y
2016,957922134,RBC GLOBAL ASSET MANAGEMENT,1211 AVENUE OF THE AMERICAS,29TH FLOOR,NEW YORK,NY,10036,UNITED STATES,212-703-6229,,02/02/2016,Y
2020,726370277,"STERLING BAY, LLC AND ITS AFFILIATES",1330 W FULTON ST.,SUITE 800,CHICAGO,IL,60607,UNITED STATES,3122023665,,07/15/2019,Y
2015,640189956,"NJOY, INC.",15211 N. KIERLAND BLVD.,SUITE 200,SCOTTSDALE,AZ,85254,UNITED STATES,312-515-5593,,01/12/2014,Y
2019,2928620553,DP FOX VENTURES,200 OTTAWA NW,,GRAND RAPIDS,MI,49503,UNITED STATES,6167743499,,07/28/2017,Y
2019,1507495344,"MOBILE MARK, INC.",1140 W. THORNDALE AVENUE,,ITASCA,IL,60143,UNITED STATES,8476716690,,10/20/2017,Y
2018,1744435571,JOHN DOERRER/KAIZEN INCORPORATED,1705 N. RUTHERFORD,,CHICAGO,IL,60707,UNITED STATES,312-752-7972,,01/04/2018,Y
2019,4249000126,"JPMORGAN CHASE BANK, NA",383 MADISON AVENUE,,NEW YORK,NY,10017,UNITED STATES,312-732-6988,312-732-6988,02/15/2019,Y
2011,2181211458,ADPOD MEDIA LLC,"155 N MICHIGAN AVE. ,STE. 765",,CHICAGO,IL,60601,UNITED STATES,312-729-5033,,,Y
2012,587402963,THERMAL CHICAGO CORP,200 W JACKSON BLVD,STE 1310,CHICAGO,IL,60606,UNITED STATES,312-447-1600,312-447-0316,05/25/2012,Y
2013,4204773358,CHICAGO REGIONAL COUNCIL OF CARPENTERS,12 E. ERIE ST.,,CHICAGO,IL,60611,UNITED STATES,312-951-1509,312-988-1722,,Y
2018,2247964957,ILLINOIS BANKERS ASSOCIATION,194 E. DELAWARE PLACE,SUITE 500,CHICAGO,IL,60611,UNITED STATES,3123473400,,01/17/2013,Y
2019,921339675,JCDECAUX,3959 SOUTH MORGAN STREET,,CHICAGO,IL,60609,UNITED STATES,4153103488,,01/03/2018,Y
2017,2254050626,HEALTH CARE SERVICE CORPORATION,300 E. RANDOLPH ST,,CHICAGO,IL,60601,UNITED STATES,202-371-7559,,05/10/2017,Y
2018,3538420372,THERMO FISHER SCIENTIFIC,ONE THERMO FISHER WAY,,OAKWOOD VILLAGE,OH,44146,UNITED STATES,8002744212,,08/23/2016,Y
2014,1799488423,PUBLIC ENGINES,11814 SOUTH ELECTION ROAD,SUITE 100,DRAPER,UT,84020,UNITED STATES,770-713-0248,,09/16/2014,Y
2011,2588156809,GOLDMAN & GRANT,205 W. RANDOLPH ST.,,CHICAGO,IL,60606,UNITED STATES,312-781-8700,312-781-1177,,Y
2018,1059021034,GLAZIER CORPORATION,1406 W FULTON,# A-2,CHICAGO,IL,60607,UNITED STATES,312-208-2500,,12/23/2015,Y
2019,945955979,BRIDGET DOUGHERTY,500 NORTH DEARBORN STREET,SUITE 1150,CHICAGO,IL,60654,UNITED STATES,312810-7890,,01/18/2019,Y
2012,1513387316,TALAN & KTSANES,"223 W. JACKSON BLVD., STE. 512",,CHICAGO,IL,60606,UNITED STATES,312-629-7550,312-629-3603,,Y
2011,2671311937,RICE FINANCIAL PRODUCTS COMPANY,"17 STATE ST., 40TH FLR",,NEW YORK,NY,10004,UNITED STATES,212-908-9239,212-908-9299,,Y
2016,1114256883,JAMES SULLIVAN,1400 RUE PARIS PL,,INVERNES,IL,60067,UNITED STATES,708-218-2183,,,Y
2015,3994549893,ROBERT S. MOLARO & ASSOCIATES,6808 W. ARCHER AVE.,,CHICAGO,IL,60638,UNITED STATES,773-229-0400,773-229-0118,01/07/2013,Y
2013,3125720442,BNY MELLON,"ONE WALL STREET, 19TH FLR",,NEW YORK,NY,10286,UNITED STATES,412-236-7653,,,Y
2014,1886051435,CARPENTER LIPPS & LELAND LLP,180 N. LASALLE STREET,SUITE 2640,CHICAGO,IL,60601,UNITED STATES,3127772824,,12/03/2012,Y
2014,3405182220,THE HAYMARKET GROUP LTD.,"500 N. DEARBORN, STE. 1150",,CHICAGO,IL,60654,UNITED STATES,312-645-9400,312-645-0974,,Y
2019,3330613639,FACEBOOK INC.,C/O POLITICOM LAW LLP,"28 LIBERTY SHIP WAY, SUITE 2815",SAUSALITO,CA,94965,UNITED STATES,415-903-2800,,07/18/2017,Y
2018,140890793,ILLINOIS BIOTECHNOLOGY INNOVATION ORGANIZATION,150 S WACKER DR,STE 3125,CHICAGO,IL,60606,UNITED STATES,312-561-3908,,08/07/2017,Y
2017,1058693909,LAWRENCE SUFFREDIN,"111 E. WACKER DRIVE, SUITE 2800",,CHICAGO,IL,60601,UNITED STATES,312-836-4120,312-9668503,01/06/2017,Y
2011,370117196,"LOOP CAPITAL MARKETS, LLC",200 W. JACKSON BLVD. STE. 1600,,CHICAGO,IL,60606,UNITED STATES,312-356-1003,312-922-7137,,Y
2011,4107505563,SCOTT BALICE STRATEGIES,"20 N. WACKER, #2200",,CHICAGO,IL,60606,UNITED STATES,312-263-7900,,,Y
2018,4279658131,ERNST & YOUNG LLP,155 NORTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-879-2000,,09/18/2013,Y
2018,1253276580,HIBERNIAN ADVISORS,920 SHERIDAN,,WILMETTE,IL,60091,UNITED STATES,312-925-2716,,10/15/2018,Y
2011,157908856,CHICAGOLAND APARTMENT ASSOCIATION,"557 W. RANDOLPH ST., 2ND FLR",,CHICAGO,IL,60661,UNITED STATES,312-207-1890,312-207-189,,Y
2018,3483498631,PASSUR AEROSPACE INC.,ONE LANDMARK SQUARE,SUITE 1900,STAMFORD,CT,06901,UNITED STATES,203-989-9856,,01/09/2017,Y
2012,4053404325,"BANK OF AMERICA CORP / BANK OF AMERICA, NA",1 BRYANT PARK  NY-100-12-02,,NEW YORK,NY,10036,UNITED STATES,646-743-1359,646-855-1381,,Y
2017,2238287575,"DIXON AND COMPANY, INC.",1841 S CALUMET AVE,#801,CHICAGO,IL,60616,UNITED STATES,312-218-3840,,01/13/2016,Y
2019,2925231096,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC.",380 KNOLLWOOD ST,SUITE 201,WINSTON-SALEM,NC,27103,UNITED STATES,336-930-2503,,01/17/2018,Y
2016,767451360,GENERAL GROWTH PROPERTIES,110 N. WACKER DR.,,CHICAGO,IL,60606,UNITED STATES,312-960-5000,,07/17/2013,Y
2015,1082712071,"ESTRADA HINOJOSA & COMPANY, INC",1717 MAIN ST.,"STE. 4700, LB 47",DALLAS,TX,75201,UNITED STATES,214-658-1670,214-658-1671,03/17/2015,Y
2013,156486524,US BANCORP,461 5TH AVENUE,,NEW YORK,NY,10017,UNITED STATES,877-356-6249,,,Y
2016,756443120,REYES KURSON,"600 W. VAN BUREN, STE. 909",,CHICAGO,IL,60607,UNITED STATES,312-332-0055,,,Y
2017,653414939,CME GROUP,20 S. WACKER,,CHICAGO,IL,60606,UNITED STATES,312-930-1000,,10/02/2017,Y
2016,4060098758,VINCENT WILLIAMS & ASSOCIATES P.C.,804 PHILLIPPA STREET,,HINSDALE,IL,60521,UNITED STATES,3122875456,,12/09/2016,Y
2017,1344148928,UNITED AIRLINES,233 S. WACKER,,CHICAGO,IL,60606,UNITED STATES,872-825-8603,,01/14/2014,Y
2013,4213065850,"SENSYS NETWORKS, INC.",1608 4TH STREET SUITE 200,,BERKELEY,CA,94710,UNITED STATES,510-548-4620,510-549-9931,07/10/2012,Y
2017,204202419,"MASTER METER, INC",101 REGENCY PARKWAY,,MANSFIELD,TX,76063,UNITED STATES,817-842-8000,,01/28/2017,Y
2013,1954633748,MCDONALD'S CORPORATION,"4320 WINFIELD RD., STE. 400",,OAK BROOK,IL,60555,UNITED STATES,217-544-6500,217-528-0616,,Y
2016,3281492480,PASSPORT SYSTEMS INC,70 TREBLE COVE ROAD,,N. BILLERICA,MA,01862,UNITED STATES,978-263-9900,978-263-9971,08/23/2016,Y
2020,4116522855,"HAAS, INC.",1651 N WHIPPLE,,CHICAGO,IL,60647,UNITED STATES,7739363389,7739363389,01/04/2017,Y
2020,207264561,WEST TOWN CHICAGO CHAMBER OF COMMERCE,1819 W. CHICAGO AVE.,,CHICAGO,IL,60622,UNITED STATES,312-850-9390,,12/07/2012,Y
2015,3860463476,REVENEW INTERNATIONAL LLC,9 GREENWAY PLAZA,STE. 1950,HOUSTON,TX,77046,UNITED STATES,281-276-4500,281-201-4389,10/17/2014,Y
2013,894862067,NICOLAY & DART LLC,"33 N. DEARBORN ST., STE. 2200",,CHICAGO,IL,60602,UNITED STATES,312-701-0221,312-658-0464,,Y
2015,2055758483,SAAB SENSIS CORPORATION,85 COLLAMER CROSSING,,EAST SYRACUSE,NY,13031,UNITED STATES,315-445-0550,315-446-2209,01/21/2013,Y
2020,1128274234,"RUSH STREET GAMING, LLC","900 N. MICHIGAN AVE., SUITE 900",,CHICAGO,IL,60611,UNITED STATES,312915-1001,312915-1037,01/17/2014,Y
2012,3324422176,JOHNSTON GREENE LLC,"542 S. DEARBORN, STE. 1100",,CHICAGO,IL,60605,UNITED STATES,312-348-7637,312-348-7664,,Y
2018,1670833541,"GOVERNMENT NAVIGATION GROUP, INC","213 W INSTITUTE PLACE, SUITE 404",,CHICAGO,IL,60610,UNITED STATES,312-654-3000,312-654-3003,04/06/2014,Y
2012,1031121365,PAUL WILLIAMS,9009 SOUTH WESTERN AVE,,CHICAGO,IL,60643,UNITED STATES,773-298-5050,773-298-0079,09/24/2012,Y
2016,2532071822,JOHN O'CONNELL,129 INDIAN WOOD LANE,,INDIAN HEAD PARK,IL,60525,UNITED STATES,708-267-3087,708-246-2247,,Y
2011,3186320640,CAROL RONEN,6033 N. SHERIDAN RD,,CHICAGO,IL,60660,UNITED STATES,773-919-4240,,,Y
2016,1976362462,COMCAST,1255 W. NORTH AVE,,CHICAGO,IL,60642,UNITED STATES,773-394-8767,773-394-876,,Y
2017,2564335411,AARP,601 E STREET NW,,WASHINGTON,DC,20049,UNITED STATES,312-458-3610,,04/07/2017,Y
2016,894862067,NICOLAY & DART LLC,"33 N. DEARBORN ST., STE. 2200",,CHICAGO,IL,60602,UNITED STATES,312-701-0221,312-658-0464,,Y
2019,3573814718,"ESTRADA HINOJOSA & CO., INC.",161 N. CLARK STREET,SUITE 1600,CHICAGO,IL,60601,UNITED STATES,3124028080,3122777499,01/26/2018,Y
2012,3445154599,CHICO & NUNES,333 W. WACKER DR. #1800,,CHICAGO,IL,60606,UNITED STATES,312-463-1000,312-463-1001,,Y
2018,187467025,GREGORY STEADMAN,1174 BETSY ROSS PLACE,,BOLINGBROOK,IL,60490,UNITED STATES,2249352731,2249352731,04/30/2018,Y
2013,774009454,"DUTKO WORLDWIDE, LLC",100 M STREET SE,#500,WASHINGTON,DC,20003,UNITED STATES,202-484-4884,202-484-0109,07/05/2012,Y
2012,2340689343,MCAPITOL MANAGEMENT,"175 W. JACKSON, SUITE 1900",,CHICAGO,IL,60604,UNITED STATES,312-831-3500,312-831-3509,,Y
2016,2351906100,PIPER JAFFRAY & CO,800 NICOLLET MALL,STE. 1000,MINNEAPOLIS,MN,55402,UNITED STATES,612-303-6000,,10/20/2015,Y
2014,2280466767,"CCS INTERNATIONAL, INC",1815 S MEYERS RD,STE. 200,OAKBROOK TERRACE,IL,60181,UNITED STATES,630-678-0808,630-678-0858,01/21/2014,Y
2011,218261954,MCGUIRE WOODS CONSULTING LLC,"77 W. WACKER ST., STE. 4100",,CHICAGO,IL,60601,UNITED STATES,312-750-6004,312-558-4381,,Y
2012,4174522489,"J.J.B. HILLIARD, W.L. LYONS, LLC","500 W. JEFFERSON ST., STE. 700",,LOUISVILLE,KY,40202,UNITED STATES,502-588-1829,502-588-8470,,Y
2019,1009060568,CHICAGOLAND CHAMBER OF COMMERCE,410 N. MICHIGAN AVE,SUITE 900,CHICAGO,IL,60611,UNITED STATES,3124946766,,06/15/2018,Y
2018,1741644066,"CAR2GO N.A., LLC",1717 W 6TH ST.,STE. 425,AUSTIN,TX,78703,UNITED STATES,512-428-6233,512-922-2709,06/13/2012,Y
2016,13722519,"MIGUEL A. SANTIAGO CONSULTING, INC.","900 LEE ST., STE. 507",,DES PLAINES,IL,60016,UNITED STATES,773-594-6497,773-594-6998,,Y
2013,3096570593,"INTEGRYS BUSINESS SUPPORT, LLC",130 E. RANDOLPH,,CHICAGO,IL,60601,UNITED STATES,3122404063,,01/15/2013,Y
2011,1856525909,SEIU HEALTH CARE IL/IN,209 W. JACKSON BLVD,,CHICAGO,IL,60606,UNITED STATES,312-980-9000,312-641-077,,Y
2017,2991594187,VINCENT WILLIAMS,804 PHILLIPPA STREET,,HINSDALE,IL,60521,UNITED STATES,3122875456,,07/20/2017,Y
2015,187381133,MARKOFF LAW LLC,"29 N. WACKER DRIVE, SUITE 550",,CHICAGO,IL,60606,UNITED STATES,312-698-7300,,01/10/2013,Y
2012,623533178,BETH DORIA,5650 S. ARCHER,,CHICAGO,IL,60638,UNITED STATES,312-360-1122,312-360-0239,,Y
2018,1713093426,"JENNER & BLOCK, LLP","1099 NEW YORK AV, NW",SUITE 900,WASHINGTON,DC,20001-4412,UNITED STATES,202639-6000,202639-6066,08/29/2017,Y
2019,1144900739,ILLINOIS NETWORK OF CHARTER SCHOOLS,150 N MICHIGAN SUIT 430,,CHICAGO,IL,60601,UNITED STATES,3126902704,,09/23/2019,Y
2011,3282483016,COMCAST,1255 W. NROTH AVENUE,,CHICAGO,IL,60642,UNITED STATES,773-394-8732,773-486-2353,,Y
2014,3994549893,ROBERT S. MOLARO & ASSOCIATES,6808 W. ARCHER AVE.,,CHICAGO,IL,60638,UNITED STATES,773-229-0400,773-229-0118,01/07/2013,Y
2018,3469521578,WALGREEN CO.,104 WILMOT RD,,DEEERFIELD,IL,60015,UNITED STATES,847-315-4863,847-315-4417,,Y
2020,2794360495,DALEY STRATEGY GROUP,351 W. HUBBARD,,CHICAGO,IL,60654,UNITED STATES,3127724991,,01/02/2020,Y
2016,2730865205,UNION PACIFIC RAILROAD,101 N. WACKER DR.,SUITE 1910,CHICAGO,IL,60606,UNITED STATES,3127772037,,01/15/2014,Y
2015,2213145616,SILVER LAW OFFICE PC,1700 W IRVING PARK ROAD,SUITE 102,CHICAGO,IL,60613,UNITED STATES,7738329550,773-832-9552,01/22/2015,Y
2016,882775458,CHICAGO ASSOCIATION OF REALTORS,"200 S. MICHIGAN AVE., STE. 400",,CHICAGO,IL,60604,UNITED STATES,312-803-4900,312-803-4905,,Y
2020,3524649234,CHICAGO AUTOMOBILE TRADE ASSOCIATION,18W200 BUTTERFIELD ROAD,,OAKBROOK TERRACE,IL,60181,UNITED STATES,6304952282,,12/19/2019,Y
2017,1212749360,"SERAFIN & ASSOCIATES, INC.",409 W. HURON STREET,SUITE 600,CHICAGO,IL,60654,UNITED STATES,3129431955,3129438397,01/25/2017,Y
2018,3233315561,MES FIRE,132 EISENHOWER SOUTH,,LOMBARD,IL,60148,UNITED STATES,6305761276,,01/03/2018,Y
2019,522993619,FORD MOTOR COMPANY,3025 HIGHLAND PARKWAY,SUITE 500,DOWNERS GROVE,IL,60515,UNITED STATES,630-515-2151,,01/29/2018,Y
2016,1610641015,MACQUARIE INFRASTRUCTURE AND REAL ASSTS INC,125 W 55TH ST.,,NEW YORK,NY,10019,UNITED STATES,212-231-1000,,,Y
2019,2580594579,PLS FINANCIAL SERVICES,1 SOUTH WACKER DRIVE,36TH FLOOR,CHICAGO,IL,60606,UNITED STATES,312-300-6343,,01/20/2017,Y
2013,1369183982,"LAWRENCE J. SUFFREDIN, JR.","111 E. WACKER DRIVE, SUITE 2800",,CHICAGO,IL,60601,UNITED STATES,312-836-4120,312-527-2012,,Y
2012,1004094324,COLWELL GROUP LLC,574 BELLE MEADE FARM DR,,LOVELAND,OH,45140,UNITED STATES,513-683-9594,513-683-644,,Y
2015,297834029,F.O.O.D. SERVICES LLC,5023 S MICHIGAN,,CHICAGO,IL,60615,UNITED STATES,773-268-8001,312-296-4601,11/13/2013,Y
2020,3405182220,THE HAYMARKET GROUP LTD.,"500 N. DEARBORN, STE. 1150",,CHICAGO,IL,60654,UNITED STATES,312-645-9400,312-645-0974,,Y
2015,1261723779,OUTFRONT MEDIA LLC,1233 W. MONROE ST.,,CHICAGO,IL,60607,UNITED STATES,312396-5700,,07/30/2015,Y
2019,3538420372,THERMO FISHER SCIENTIFIC,ONE THERMO FISHER WAY,,OAKWOOD VILLAGE,OH,44146,UNITED STATES,8002744212,,08/23/2016,Y
2013,1905732233,"FOSTER INTERSTATE MEDIA, INC","1111 BROADWAY, SUITE 1515",,OAKLAND,CA,94607,UNITED STATES,510832-7070,510832-7071,11/02/2012,Y
2014,343266170,WILLIAM LUKING,120 W. KINZIE ST.,,CHICAGO,IL,6065460610,UNITED STATES,312-245-0940,312-245-0942,01/23/2013,Y
2012,1281377418,GOVERNMENT NAVIGATION GROUP,320 W. OHIO,STE 501,CHICAGO,IL,60654,UNITED STATES,312-654-3000,312-654-3003,09/26/2012,Y
2019,3723266244,ABC CONSULTING,226 SOUTH SIXTH STREET,,SPRINGFIELD,IL,62701,UNITED STATES,3128064545,,11/13/2019,Y
2020,2397567722,DENNIS M. OKEEFE PC,1025 WEST EVERETT ROAD,,LAKE FOREST,IL,60045,UNITED STATES,8474820400,,12/19/2019,Y
2020,156964432,VICTORIA ROCK,4822 FAIR ELMS AVENUE,,WESTERN SPRINGS,IL,60558,UNITED STATES,312-446-7407,,01/17/2020,Y
2015,3151869688,MK COMMUNICATIONS,350 W. HUBBARD ST. #200,,CHICAGO,IL,60610,UNITED STATES,312-822-0505,312-822-0568,,Y
2018,1863742567,"AMI GROUP, LLC",205 N MICHIGAN AVE,STE. 1910,CHICAGO,IL,60601,UNITED STATES,312-262-6870,312-376-3470,08/02/2012,Y
2019,2319947462,SIDLEY AUSTIN LLP,ONE SOUTH DEARBORN,,CHICAGO,IL,60603,UNITED STATES,3128537000,3128537036,05/22/2018,Y
2018,2426497417,"DAN SHOMON, INC.",55 E. MONROE,SUITE 3800,CHICAGO,IL,60603,UNITED STATES,3128817795,3122768950,07/25/2017,Y
2017,1089575933,NORTHWESTERN MEMORIAL HOSPITAL,211 E. ONTARIO #1750,,CHICAGO,IL,60611,UNITED STATES,312-926-9940,312-926-0370,,Y
2015,1075575858,"CAPITOL CONSULTING GROUP ILLINOIS, LLC",1 OAKBROOK TERRACE,#802,OAKBROOK TERRACE,IL,60181,UNITED STATES,630-916-7400,630-916-7900,01/09/2014,Y
2016,1075575858,"CAPITOL CONSULTING GROUP ILLINOIS, LLC",1 OAKBROOK TERRACE,#802,OAKBROOK TERRACE,IL,60181,UNITED STATES,630-916-7400,630-916-7900,01/09/2014,Y
2020,2393667145,"RAYMOND JAMES & ASSOCIATES, INC.",50 NORTH FRONT STREET,,MEMPHIS,TN,38103,UNITED STATES,901-579-4393,,01/31/2017,Y
2013,3159620920,"SERAFIN & ASSOCIATES, INC.","409 W. HURON, SUITE 600",,CHICAGO,IL,60610,UNITED STATES,312-943-1955,312-943-8397,,Y
